ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCMPLPO23N000000097","장소","관광지","10252411","편지촬영지",,,"60515","드라마/영화촬영지","4182033023202620000","경기도","가평군","상면","행현리","산262","4182033023","4182033000",,,,"127.345334300203","37.7424088348745","다사863714","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000098","장소","관광지","10252412","폭풍속으로세트장",,,"60515","드라마/영화촬영지","4793037021101200037","경상북도","울진군","죽변면","죽변리","120-37","4793037021","4793037000","479304775087","등대길","74-14","129.428461302762","37.059026018777","마바714973","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000099","장소","관광지","10252413","풀하우스촬영지",,,"60515","드라마/영화촬영지","2872031021100450006","인천광역시","옹진군","북도면","시도리","45-6","2872031021","2872031000",,,,"126.431825248566","37.5441009827074","다사056499","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000100","장소","관광지","10252414","하늘정원촬영지",,,"60515","드라마/영화촬영지","4824010800104530005","경상남도","사천시","벌리동",,"453-5","4824010800","4824055000","482403334023","벌리로","11-1","128.080986825223","34.93892029968","라라530606","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000101","장소","관광지","10252419","환상의커플촬영지",,,"60515","드라마/영화촬영지","4884033026111420000","경상남도","남해군","삼동면","물건리","1142","4884033026","4884033000","488403343011","독일로","66","128.040084724902","34.7991398036944","라라494450","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000102","장소","관광지","10252421","KBS촬영장",,,"60515","드라마/영화촬영지","4717013000107310000","경상북도","안동시","성곡동",,"731","4717013000","4717055500",,,,"128.768577077455","36.5729621404321","마바135424","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000103","장소","관광지","10252424","MBC문화동산",,,"60515","드라마/영화촬영지","4163010800102070012","경기도","양주시","삼숭동",,"207-12","4163010800","4163052000","416303212011","만송로","394-104","127.101518997322","37.7915190594479","다사649769","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000104","장소","관광지","10252425","다모촬영지",,,"60515","드라마/영화촬영지","4671037027200450000","전라남도","담양군","금성면","봉서리","산45","4671037027","4671037000",,,,"127.049624351789","35.3375673917415","다마590047","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000105","장소","관광지","10252426","청풍명월촬영지",,,"60515","드라마/영화촬영지","4671037027200450000","전라남도","담양군","금성면","봉서리","산45","4671037027","4671037000",,,,"127.049624351789","35.3375673917415","다마590047","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000106","장소","관광지","10255618","태왕사신기촬영지",,,"60515","드라마/영화촬영지","4131010600200460004","경기도","구리시","아천동",,"산46-4","4131010600","4131054100",,,,"127.110158941306","37.5611265262921","다사655513","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000107","장소","관광지","10258840","해신청해포구촬영장",,,"60515","드라마/영화촬영지","4689025030110890003","전라남도","완도군","완도읍","대신리","1089-3","4689025030","4689025000","468903300027","청해진서로","1161-8","126.669816625716","34.3243376056712","다다236926","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000108","장소","관광지","10310222","단적비연수촬영지",,,"60515","드라마/영화촬영지","4886031026100010001","경상남도","산청군","차황면","법평리","1-1","4886031026","4886031000",,,,"127.969581844048","35.4850869621298","라마425211","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000109","장소","관광지","10316124","용의눈물촬영장",,,"60515","드라마/영화촬영지","5175025023102490000","강원특별자치도","영월군","영월읍","방절리","249","5175025023","5175025000",,,,"128.44624911022","37.1780622175426","라사839092","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000110","장소","관광지","10316655","태왕사신기촬영지",,,"60515","드라마/영화촬영지","4482531022200060514","충청남도","태안군","고남면","누동리","산6-514","4482531022","4482531000","448253264007","대야로","231-159","126.393685648081","36.4537591769969","다바008290","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000111","장소","관광지","10316939","달마야놀자촬영장",,,"60515","드라마/영화촬영지","4825011900201200001","경상남도","김해시","삼방동",,"산120-1","4825011900","4825059000","482504829305","신어산길","140","128.914604677589","35.264775405858","마라286975","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000112","장소","관광지","10316947","동감촬영장",,,"60515","드라마/영화촬영지","2720010300121390011","대구광역시","남구","대명동",,"2139-11","2720010300","2720058600","272003141013","명덕로","104","128.580884300284","35.8539195028787","라마975624","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000113","장소","관광지","10316964","첫사랑사수궐기대회촬영장",,,"60515","드라마/영화촬영지","2611013600100790002","부산광역시","중구","중앙동7가",,"79-2","2611011000","2611051000","261104175198","용미길9번길","6-45","129.036459240748","35.0955785761504","마라400789","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000114","장소","관광지","10316967","번지점프를하다촬영장",,,"60515","드라마/영화촬영지","4673034024200200001","전라남도","구례군","마산면","황전리","산20-1","4673034024","4673037000","467304664229","연기암길","332-13","127.527976452854","35.2934519668519","라라025997","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000115","장소","관광지","10316977","태백산맥촬영장",,,"60515","드라마/영화촬영지","4688038027201710000","전라남도","장성군","북일면","문암리","산171","4688038027","4688038000",,,,"126.736926857223","35.3949692755131","다마307112","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000116","장소","관광지","10316988","내마음의풍금촬영장",,,"60515","드라마/영화촬영지","4579031032200780000","전라북도","고창군","고수면","상평리","산78","4579031032","4579031000","457904637784","고수로","395","126.695676062096","35.3815973395374","다마269098","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000117","장소","관광지","11396251","태양을삼켜라세트장",,,"60515","드라마/영화촬영지","5013025327200680008","제주특별자치도","서귀포시","남원읍","위미리","산68-8","5013025327","5013025300",,,,"126.64212554001","33.3206462205203","다나201813","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000118","장소","관광지","11399438","신라밀레니엄파크선덕여왕촬영지",,,"60515","드라마/영화촬영지","4713013600107190070","경상북도","경주시","신평동",,"719-70","4713013600","4713066000","471303305042","엑스포로","55-12","129.29664779621","35.8337729653342","마마622611","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000119","장소","관광지","11404791","마파도영화촬영지",,,"60515","드라마/영화촬영지","4687025334102390000","전라남도","영광군","백수읍","백암리","239","4687025334","4687025300","468704694417","해안로4길","193","126.380342414438","35.3201668740587","나마982033","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000120","장소","관광지","11416457","봄의왈츠촬영지",,,"60515","드라마/영화촬영지","4689035022103230001","전라남도","완도군","청산면","당락리","323-1","4689035022","4689035000","468903300023","청산로","136","126.862371080865","34.1700715626978","다다412753","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000121","장소","관광지","13643002","디마종합촬영소",,,"60515","드라마/영화촬영지","4155041026105580000","경기도","안성시","삼죽면","내강리","558","4155041026","4155041000",,,,"127.353534563847","37.0608513164258","다바869958","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000122","장소","관광지","13798386","청춘불패촬영지",,,"60515","드라마/영화촬영지","5172036025103010000","강원특별자치도","홍천군","남면","유치리","301","5172036025","5172036000","517203013021","시동로","1103-17","127.876394229565","37.5859817229841","라사332541","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000123","장소","관광지","13915741","신데렐라언니촬영지",,,"60515","드라마/영화촬영지","4165039023102910004","경기도","포천시","영북면","산정리","291-4","4165039023","4165039000",,,,"127.320870996277","38.0751100938262","다아842083","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000124","장소","관광지","13917958","인생은아름다워촬영지",,,"60515","드라마/영화촬영지","5013025021101700003","제주특별자치도","서귀포시","대정읍","상모리","170-3","5013025021","5013025000",,,,"126.288948894192","33.2057796061501","나나871689","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000125","장소","관광지","13946683","카인과아벨촬영지",,,"60515","드라마/영화촬영지","4311111200100810073","충청북도","청주시 상당구","수동",,"81-73","4311111200","4311152500","431114508398","수암로54번길","3-3","127.49430925771","36.6471391575128","다바994499","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000126","장소","관광지","13946696","제빵왕김탁구촬영지",,,"60515","드라마/영화촬영지","4311111200100810035","충청북도","청주시 상당구","수동",,"81-35","4311111200","4311152500","431113236034","수암로","57-1","127.494055734007","36.6473356713865","다바994499","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000127","장소","관광지","14120316","구서도역영상촬영장",,,"60515","드라마/영화촬영지","4519038021100020004","전라북도","남원시","사매면","서도리","2-4","4519038021","4519038000","451904613321","서도길","32","127.329635391761","35.4904524445672","다마845216","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000128","장소","관광지","14165534","겨울연가촬영지",,,"60515","드라마/영화촬영지","1111014600100110016","서울특별시","종로구","가회동",,"11-16","1111014600","1111060000","111104100106","북촌로12길","23","126.985724897326","37.5824885277873","다사545538","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
"KCMPLPO23N000000129","장소","관광지","16253871","해양드라마세트장",,,"60515","드라마/영화촬영지","4812531023107700000","경상남도","창원시 마산합포구","구산면","석곡리","770","4812531023","4812531000","481253329060","해양관광로","876-2","128.54144386293","35.110056581105","라라949799","20231220","KT","KC_502_LLR_MOVIE_DRMA_PLCE_2023","20231220"
